Coach,Defense,Offense,Team,Week,Year
Dirk Koetter,"Mark Duffner, Mike Smith",Todd Monken,Buccaneers,11,2018
Dirk Koetter,"Mark Duffner, Mike Smith",Todd Monken,Buccaneers,12,2018
Dirk Koetter,"Mark Duffner, Mike Smith",Todd Monken,Buccaneers,13,2018
Dirk Koetter,"Mark Duffner, Mike Smith",Todd Monken,Buccaneers,14,2018
Dirk Koetter,"Mark Duffner, Mike Smith",Todd Monken,Buccaneers,15,2018
Dirk Koetter,"Mark Duffner, Mike Smith",Todd Monken,Buccaneers,16,2018
Dirk Koetter,"Mark Duffner, Mike Smith",Todd Monken,Buccaneers,17,2018
Ron Rivera,Sean McDermott,Rob Chudzinski,Panthers,1,2012
Ron Rivera,Sean McDermott,Rob Chudzinski,Panthers,2,2012
Ron Rivera,Sean McDermott,Rob Chudzinski,Panthers,3,2012
Ron Rivera,Sean McDermott,Rob Chudzinski,Panthers,4,2012
Ron Rivera,Sean McDermott,Rob Chudzinski,Panthers,5,2012
Ron Rivera,Sean McDermott,Rob Chudzinski,Panthers,6,2012
Ron Rivera,Sean McDermott,Rob Chudzinski,Panthers,7,2012
Ron Rivera,Sean McDermott,Rob Chudzinski,Panthers,8,2012
Ron Rivera,Sean McDermott,Rob Chudzinski,Panthers,9,2012
Ron Rivera,Sean McDermott,Rob Chudzinski,Panthers,10,2012
Ron Rivera,Sean McDermott,Rob Chudzinski,Panthers,11,2012
Ron Rivera,Sean McDermott,Rob Chudzinski,Panthers,12,2012
Ron Rivera,Sean McDermott,Rob Chudzinski,Panthers,13,2012
Ron Rivera,Sean McDermott,Rob Chudzinski,Panthers,14,2012
Ron Rivera,Sean McDermott,Rob Chudzinski,Panthers,15,2012
Ron Rivera,Sean McDermott,Rob Chudzinski,Panthers,16,2012
Ron Rivera,Sean McDermott,Rob Chudzinski,Panthers,17,2012
Ron Rivera,Sean McDermott,Mike Shula,Panthers,1,2013
Ron Rivera,Sean McDermott,Mike Shula,Panthers,2,2013
Ron Rivera,Sean McDermott,Mike Shula,Panthers,3,2013
Ron Rivera,Sean McDermott,Mike Shula,Panthers,4,2013
Ron Rivera,Sean McDermott,Mike Shula,Panthers,5,2013
Ron Rivera,Sean McDermott,Mike Shula,Panthers,6,2013
Ron Rivera,Sean McDermott,Mike Shula,Panthers,7,2013
Ron Rivera,Sean McDermott,Mike Shula,Panthers,8,2013
Ron Rivera,Sean McDermott,Mike Shula,Panthers,9,2013
Ron Rivera,Sean McDermott,Mike Shula,Panthers,10,2013
Ron Rivera,Sean McDermott,Mike Shula,Panthers,11,2013
Ron Rivera,Sean McDermott,Mike Shula,Panthers,12,2013
Ron Rivera,Sean McDermott,Mike Shula,Panthers,13,2013
Ron Rivera,Sean McDermott,Mike Shula,Panthers,14,2013
Ron Rivera,Sean McDermott,Mike Shula,Panthers,15,2013
Ron Rivera,Sean McDermott,Mike Shula,Panthers,16,2013
Ron Rivera,Sean McDermott,Mike Shula,Panthers,17,2013
Ron Rivera,Sean McDermott,Mike Shula,Panthers,1,2014
Ron Rivera,Sean McDermott,Mike Shula,Panthers,2,2014
Ron Rivera,Sean McDermott,Mike Shula,Panthers,3,2014
Ron Rivera,Sean McDermott,Mike Shula,Panthers,4,2014
Ron Rivera,Sean McDermott,Mike Shula,Panthers,5,2014
Ron Rivera,Sean McDermott,Mike Shula,Panthers,6,2014
Ron Rivera,Sean McDermott,Mike Shula,Panthers,7,2014
Ron Rivera,Sean McDermott,Mike Shula,Panthers,8,2014
Ron Rivera,Sean McDermott,Mike Shula,Panthers,9,2014
Ron Rivera,Sean McDermott,Mike Shula,Panthers,10,2014
Ron Rivera,Sean McDermott,Mike Shula,Panthers,11,2014
Ron Rivera,Sean McDermott,Mike Shula,Panthers,12,2014
Ron Rivera,Sean McDermott,Mike Shula,Panthers,13,2014
Ron Rivera,Sean McDermott,Mike Shula,Panthers,14,2014
Ron Rivera,Sean McDermott,Mike Shula,Panthers,15,2014
Ron Rivera,Sean McDermott,Mike Shula,Panthers,16,2014
Ron Rivera,Sean McDermott,Mike Shula,Panthers,17,2014
Ron Rivera,Sean McDermott,Mike Shula,Panthers,1,2015
Ron Rivera,Sean McDermott,Mike Shula,Panthers,2,2015
Ron Rivera,Sean McDermott,Mike Shula,Panthers,3,2015
Ron Rivera,Sean McDermott,Mike Shula,Panthers,4,2015
Ron Rivera,Sean McDermott,Mike Shula,Panthers,5,2015
Ron Rivera,Sean McDermott,Mike Shula,Panthers,6,2015
Ron Rivera,Sean McDermott,Mike Shula,Panthers,7,2015
Ron Rivera,Sean McDermott,Mike Shula,Panthers,8,2015
Ron Rivera,Sean McDermott,Mike Shula,Panthers,9,2015
Ron Rivera,Sean McDermott,Mike Shula,Panthers,10,2015
Ron Rivera,Sean McDermott,Mike Shula,Panthers,11,2015
Ron Rivera,Sean McDermott,Mike Shula,Panthers,12,2015
Ron Rivera,Sean McDermott,Mike Shula,Panthers,13,2015
Ron Rivera,Sean McDermott,Mike Shula,Panthers,14,2015
Ron Rivera,Sean McDermott,Mike Shula,Panthers,15,2015
Ron Rivera,Sean McDermott,Mike Shula,Panthers,16,2015
Ron Rivera,Sean McDermott,Mike Shula,Panthers,17,2015
Ron Rivera,Sean McDermott,Mike Shula,Panthers,1,2016
Ron Rivera,Sean McDermott,Mike Shula,Panthers,2,2016
Ron Rivera,Sean McDermott,Mike Shula,Panthers,3,2016
Ron Rivera,Sean McDermott,Mike Shula,Panthers,4,2016
Ron Rivera,Sean McDermott,Mike Shula,Panthers,5,2016
Ron Rivera,Sean McDermott,Mike Shula,Panthers,6,2016
Ron Rivera,Sean McDermott,Mike Shula,Panthers,7,2016
Ron Rivera,Sean McDermott,Mike Shula,Panthers,8,2016
Ron Rivera,Sean McDermott,Mike Shula,Panthers,9,2016
Ron Rivera,Sean McDermott,Mike Shula,Panthers,10,2016
Ron Rivera,Sean McDermott,Mike Shula,Panthers,11,2016
Ron Rivera,Sean McDermott,Mike Shula,Panthers,12,2016
Ron Rivera,Sean McDermott,Mike Shula,Panthers,13,2016
Ron Rivera,Sean McDermott,Mike Shula,Panthers,14,2016
Ron Rivera,Sean McDermott,Mike Shula,Panthers,15,2016
Ron Rivera,Sean McDermott,Mike Shula,Panthers,16,2016
Ron Rivera,Sean McDermott,Mike Shula,Panthers,17,2016
Ron Rivera,Steve Wilks,Mike Shula,Panthers,1,2017
Ron Rivera,Steve Wilks,Mike Shula,Panthers,2,2017
Ron Rivera,Steve Wilks,Mike Shula,Panthers,3,2017
Ron Rivera,Steve Wilks,Mike Shula,Panthers,4,2017
Ron Rivera,Steve Wilks,Mike Shula,Panthers,5,2017
Ron Rivera,Steve Wilks,Mike Shula,Panthers,6,2017
Ron Rivera,Steve Wilks,Mike Shula,Panthers,7,2017
Ron Rivera,Steve Wilks,Mike Shula,Panthers,8,2017
Ron Rivera,Steve Wilks,Mike Shula,Panthers,9,2017
Ron Rivera,Steve Wilks,Mike Shula,Panthers,10,2017
Ron Rivera,Steve Wilks,Mike Shula,Panthers,11,2017
Ron Rivera,Steve Wilks,Mike Shula,Panthers,12,2017
Ron Rivera,Steve Wilks,Mike Shula,Panthers,13,2017
Ron Rivera,Steve Wilks,Mike Shula,Panthers,14,2017
Ron Rivera,Steve Wilks,Mike Shula,Panthers,15,2017
Ron Rivera,Steve Wilks,Mike Shula,Panthers,16,2017
Ron Rivera,Steve Wilks,Mike Shula,Panthers,17,2017
Ron Rivera,Eric Washington,Norv Turner,Panthers,1,2018
Ron Rivera,Eric Washington,Norv Turner,Panthers,2,2018
Ron Rivera,Eric Washington,Norv Turner,Panthers,3,2018
Ron Rivera,Eric Washington,Norv Turner,Panthers,4,2018
Ron Rivera,Eric Washington,Norv Turner,Panthers,5,2018
Ron Rivera,Eric Washington,Norv Turner,Panthers,6,2018
Ron Rivera,Eric Washington,Norv Turner,Panthers,7,2018
Ron Rivera,Eric Washington,Norv Turner,Panthers,8,2018
Ron Rivera,Eric Washington,Norv Turner,Panthers,9,2018
Ron Rivera,Eric Washington,Norv Turner,Panthers,10,2018
Ron Rivera,Eric Washington,Norv Turner,Panthers,11,2018
Ron Rivera,Eric Washington,Norv Turner,Panthers,12,2018
Ron Rivera,Eric Washington,Norv Turner,Panthers,13,2018
Ron Rivera,Eric Washington,Norv Turner,Panthers,14,2018
Ron Rivera,Eric Washington,Norv Turner,Panthers,15,2018
Ron Rivera,Eric Washington,Norv Turner,Panthers,16,2018
Ron Rivera,Eric Washington,Norv Turner,Panthers,17,2018
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,1,2012
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,2,2012
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,3,2012
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,4,2012
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,5,2012
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,6,2012
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,7,2012
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,8,2012
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,9,2012
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,10,2012
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,11,2012
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,12,2012
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,13,2012
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,14,2012
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,15,2012
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,16,2012
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,17,2012
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,1,2013
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,2,2013
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,3,2013
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,4,2013
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,5,2013
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,6,2013
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,7,2013
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,8,2013
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,9,2013
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,10,2013
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,11,2013
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,12,2013
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,13,2013
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,14,2013
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,15,2013
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,16,2013
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,17,2013
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,1,2014
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,2,2014
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,3,2014
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,4,2014
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,5,2014
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,6,2014
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,7,2014
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,8,2014
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,9,2014
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,10,2014
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,11,2014
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,12,2014
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,13,2014
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,14,2014
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,15,2014
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,16,2014
Mike Smith,Mike Nolan,Dirk Koetter,Falcons,17,2014
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,1,2015
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,2,2015
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,3,2015
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,4,2015
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,5,2015
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,6,2015
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,7,2015
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,8,2015
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,9,2015
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,10,2015
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,11,2015
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,12,2015
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,13,2015
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,14,2015
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,15,2015
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,16,2015
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,17,2015
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,1,2016
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,2,2016
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,3,2016
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,4,2016
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,5,2016
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,6,2016
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,7,2016
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,8,2016
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,9,2016
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,10,2016
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,11,2016
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,12,2016
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,13,2016
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,14,2016
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,15,2016
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,16,2016
Dan Quinn,Richard Smith,Kyle Shanahan,Falcons,17,2016
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,1,2017
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,2,2017
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,3,2017
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,4,2017
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,5,2017
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,6,2017
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,7,2017
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,8,2017
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,9,2017
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,10,2017
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,11,2017
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,12,2017
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,13,2017
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,14,2017
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,15,2017
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,16,2017
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,17,2017
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,1,2018
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,2,2018
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,3,2018
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,4,2018
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,5,2018
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,6,2018
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,7,2018
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,8,2018
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,9,2018
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,10,2018
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,11,2018
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,12,2018
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,13,2018
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,14,2018
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,15,2018
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,16,2018
Dan Quinn,Marquand Manuel,Steve Sarkisian,Falcons,17,2018
Aaron Kromer,Steve Spagnuolo,Pete Carmichael,Saints,1,2012
Aaron Kromer,Steve Spagnuolo,Pete Carmichael,Saints,2,2012
Aaron Kromer,Steve Spagnuolo,Pete Carmichael,Saints,3,2012
Aaron Kromer,Steve Spagnuolo,Pete Carmichael,Saints,4,2012
Aaron Kromer,Steve Spagnuolo,Pete Carmichael,Saints,5,2012
Aaron Kromer,Steve Spagnuolo,Pete Carmichael,Saints,6,2012
Joe Vitt,Steve Spagnuolo,Pete Carmichael,Saints,7,2012
Joe Vitt,Steve Spagnuolo,Pete Carmichael,Saints,8,2012
Joe Vitt,Steve Spagnuolo,Pete Carmichael,Saints,9,2012
Joe Vitt,Steve Spagnuolo,Pete Carmichael,Saints,10,2012
Joe Vitt,Steve Spagnuolo,Pete Carmichael,Saints,11,2012
Joe Vitt,Steve Spagnuolo,Pete Carmichael,Saints,12,2012
Joe Vitt,Steve Spagnuolo,Pete Carmichael,Saints,13,2012
Joe Vitt,Steve Spagnuolo,Pete Carmichael,Saints,14,2012
Joe Vitt,Steve Spagnuolo,Pete Carmichael,Saints,15,2012
Joe Vitt,Steve Spagnuolo,Pete Carmichael,Saints,16,2012
Joe Vitt,Steve Spagnuolo,Pete Carmichael,Saints,17,2012
Sean Payton,Rob Ryan,Pete Carmichael,Saints,1,2013
Sean Payton,Rob Ryan,Pete Carmichael,Saints,2,2013
Sean Payton,Rob Ryan,Pete Carmichael,Saints,3,2013
Sean Payton,Rob Ryan,Pete Carmichael,Saints,4,2013
Sean Payton,Rob Ryan,Pete Carmichael,Saints,5,2013
Sean Payton,Rob Ryan,Pete Carmichael,Saints,6,2013
Sean Payton,Rob Ryan,Pete Carmichael,Saints,7,2013
Sean Payton,Rob Ryan,Pete Carmichael,Saints,8,2013
Sean Payton,Rob Ryan,Pete Carmichael,Saints,9,2013
Sean Payton,Rob Ryan,Pete Carmichael,Saints,10,2013
Sean Payton,Rob Ryan,Pete Carmichael,Saints,11,2013
Sean Payton,Rob Ryan,Pete Carmichael,Saints,12,2013
Sean Payton,Rob Ryan,Pete Carmichael,Saints,13,2013
Sean Payton,Rob Ryan,Pete Carmichael,Saints,14,2013
Sean Payton,Rob Ryan,Pete Carmichael,Saints,15,2013
Sean Payton,Rob Ryan,Pete Carmichael,Saints,16,2013
Sean Payton,Rob Ryan,Pete Carmichael,Saints,17,2013
Sean Payton,Rob Ryan,Pete Carmichael,Saints,1,2014
Sean Payton,Rob Ryan,Pete Carmichael,Saints,2,2014
Sean Payton,Rob Ryan,Pete Carmichael,Saints,3,2014
Sean Payton,Rob Ryan,Pete Carmichael,Saints,4,2014
Sean Payton,Rob Ryan,Pete Carmichael,Saints,5,2014
Sean Payton,Rob Ryan,Pete Carmichael,Saints,6,2014
Sean Payton,Rob Ryan,Pete Carmichael,Saints,7,2014
Sean Payton,Rob Ryan,Pete Carmichael,Saints,8,2014
Sean Payton,Rob Ryan,Pete Carmichael,Saints,9,2014
Sean Payton,Rob Ryan,Pete Carmichael,Saints,10,2014
Sean Payton,Rob Ryan,Pete Carmichael,Saints,11,2014
Sean Payton,Rob Ryan,Pete Carmichael,Saints,12,2014
Sean Payton,Rob Ryan,Pete Carmichael,Saints,13,2014
Sean Payton,Rob Ryan,Pete Carmichael,Saints,14,2014
Sean Payton,Rob Ryan,Pete Carmichael,Saints,15,2014
Sean Payton,Rob Ryan,Pete Carmichael,Saints,16,2014
Sean Payton,Rob Ryan,Pete Carmichael,Saints,17,2014
Sean Payton,"Dennis Allen, Rob Ryan",Pete Carmichael,Saints,1,2015
Sean Payton,"Dennis Allen, Rob Ryan",Pete Carmichael,Saints,2,2015
Sean Payton,"Dennis Allen, Rob Ryan",Pete Carmichael,Saints,3,2015
Sean Payton,"Dennis Allen, Rob Ryan",Pete Carmichael,Saints,4,2015
Sean Payton,"Dennis Allen, Rob Ryan",Pete Carmichael,Saints,5,2015
Sean Payton,"Dennis Allen, Rob Ryan",Pete Carmichael,Saints,6,2015
Sean Payton,"Dennis Allen, Rob Ryan",Pete Carmichael,Saints,7,2015
Sean Payton,"Dennis Allen, Rob Ryan",Pete Carmichael,Saints,8,2015
Sean Payton,"Dennis Allen, Rob Ryan",Pete Carmichael,Saints,9,2015
Sean Payton,"Dennis Allen, Rob Ryan",Pete Carmichael,Saints,10,2015
Sean Payton,"Dennis Allen, Rob Ryan",Pete Carmichael,Saints,11,2015
Sean Payton,"Dennis Allen, Rob Ryan",Pete Carmichael,Saints,12,2015
Sean Payton,"Dennis Allen, Rob Ryan",Pete Carmichael,Saints,13,2015
Sean Payton,"Dennis Allen, Rob Ryan",Pete Carmichael,Saints,14,2015
Sean Payton,"Dennis Allen, Rob Ryan",Pete Carmichael,Saints,15,2015
Sean Payton,"Dennis Allen, Rob Ryan",Pete Carmichael,Saints,16,2015
Sean Payton,"Dennis Allen, Rob Ryan",Pete Carmichael,Saints,17,2015
Sean Payton,Dennis Allen,Pete Carmichael,Saints,1,2016
Sean Payton,Dennis Allen,Pete Carmichael,Saints,2,2016
Sean Payton,Dennis Allen,Pete Carmichael,Saints,3,2016
Sean Payton,Dennis Allen,Pete Carmichael,Saints,4,2016
Sean Payton,Dennis Allen,Pete Carmichael,Saints,5,2016
Sean Payton,Dennis Allen,Pete Carmichael,Saints,6,2016
Sean Payton,Dennis Allen,Pete Carmichael,Saints,7,2016
Sean Payton,Dennis Allen,Pete Carmichael,Saints,8,2016
Sean Payton,Dennis Allen,Pete Carmichael,Saints,9,2016
Sean Payton,Dennis Allen,Pete Carmichael,Saints,10,2016
Sean Payton,Dennis Allen,Pete Carmichael,Saints,11,2016
Sean Payton,Dennis Allen,Pete Carmichael,Saints,12,2016
Sean Payton,Dennis Allen,Pete Carmichael,Saints,13,2016
Sean Payton,Dennis Allen,Pete Carmichael,Saints,14,2016
Sean Payton,Dennis Allen,Pete Carmichael,Saints,15,2016
Sean Payton,Dennis Allen,Pete Carmichael,Saints,16,2016
Sean Payton,Dennis Allen,Pete Carmichael,Saints,17,2016
Sean Payton,Dennis Allen,Pete Carmichael,Saints,1,2017
Sean Payton,Dennis Allen,Pete Carmichael,Saints,2,2017
Sean Payton,Dennis Allen,Pete Carmichael,Saints,3,2017
Sean Payton,Dennis Allen,Pete Carmichael,Saints,4,2017
Sean Payton,Dennis Allen,Pete Carmichael,Saints,5,2017
Sean Payton,Dennis Allen,Pete Carmichael,Saints,6,2017
Sean Payton,Dennis Allen,Pete Carmichael,Saints,7,2017
Sean Payton,Dennis Allen,Pete Carmichael,Saints,8,2017
Sean Payton,Dennis Allen,Pete Carmichael,Saints,9,2017
Sean Payton,Dennis Allen,Pete Carmichael,Saints,10,2017
Sean Payton,Dennis Allen,Pete Carmichael,Saints,11,2017
Sean Payton,Dennis Allen,Pete Carmichael,Saints,12,2017
Sean Payton,Dennis Allen,Pete Carmichael,Saints,13,2017
Sean Payton,Dennis Allen,Pete Carmichael,Saints,14,2017
Sean Payton,Dennis Allen,Pete Carmichael,Saints,15,2017
Sean Payton,Dennis Allen,Pete Carmichael,Saints,16,2017
Sean Payton,Dennis Allen,Pete Carmichael,Saints,17,2017
Sean Payton,Dennis Allen,Pete Carmichael,Saints,1,2018
Sean Payton,Dennis Allen,Pete Carmichael,Saints,2,2018
Sean Payton,Dennis Allen,Pete Carmichael,Saints,3,2018
Sean Payton,Dennis Allen,Pete Carmichael,Saints,4,2018
Sean Payton,Dennis Allen,Pete Carmichael,Saints,5,2018
Sean Payton,Dennis Allen,Pete Carmichael,Saints,6,2018
Sean Payton,Dennis Allen,Pete Carmichael,Saints,7,2018
Sean Payton,Dennis Allen,Pete Carmichael,Saints,8,2018
Sean Payton,Dennis Allen,Pete Carmichael,Saints,9,2018
Sean Payton,Dennis Allen,Pete Carmichael,Saints,10,2018
Sean Payton,Dennis Allen,Pete Carmichael,Saints,11,2018
Sean Payton,Dennis Allen,Pete Carmichael,Saints,12,2018
Sean Payton,Dennis Allen,Pete Carmichael,Saints,13,2018
Sean Payton,Dennis Allen,Pete Carmichael,Saints,14,2018
Sean Payton,Dennis Allen,Pete Carmichael,Saints,15,2018
Sean Payton,Dennis Allen,Pete Carmichael,Saints,16,2018
Sean Payton,Dennis Allen,Pete Carmichael,Saints,17,2018
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,1,2012
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,2,2012
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,3,2012
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,4,2012
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,5,2012
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,6,2012
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,7,2012
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,8,2012
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,9,2012
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,10,2012
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,11,2012
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,12,2012
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,13,2012
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,14,2012
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,15,2012
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,16,2012
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,17,2012
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,1,2013
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,2,2013
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,3,2013
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,4,2013
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,5,2013
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,6,2013
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,7,2013
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,8,2013
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,9,2013
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,10,2013
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,11,2013
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,12,2013
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,13,2013
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,14,2013
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,15,2013
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,16,2013
Mike Shanahan,Jim Haslett,Kyle Shanahan,Redskins,17,2013
Jay Gruden,Jim Haslett,Sean McVay,Redskins,1,2014
Jay Gruden,Jim Haslett,Sean McVay,Redskins,2,2014
Jay Gruden,Jim Haslett,Sean McVay,Redskins,3,2014
